Designator,Mid X,Mid Y,Rotation,Layer
U1_12,89.95,-127.75,180.0,top
U1_11,133.95,-127.75,180.0,top
U1_10,67.95,-173.75,180.0,top
U1_9,133.95,-150.75,180.0,top
U1_8,111.95,-93.25,180.0,top
U1_7,133.95,-104.75,180.0,top
U1_6,111.95,-150.75,180.0,top
U1_5,67.95,-104.75,180.0,top
U1_4,67.95,-93.25,180.0,top
U1_3,67.95,-162.25,180.0,top
U1_2,67.95,-127.75,180.0,top
U1,89.95,-173.75,180.0,top
